05014	13	19	21	23	30	32	5
05015	4	8	9	16	17	29	15
05016	1	5	6	12	16	30	15
05017	2	6	10	25	27	31	3
05018	1	3	6	22	23	25	6
05019	6	11	12	13	19	22	8
05020	14	16	19	20	25	29	5
05021	2	6	24	26	30	31	16
05022	8	10	12	21	32	33	4
05023	10	15	19	20	21	25	12
05024	5	9	14	27	31	32	13
05025	1	7	10	11	13	32	7
05026	6	12	14	20	25	26	7
05027	1	3	4	6	21	32	15
05028	4	9	22	25	26	32	10
05029	2	14	21	22	27	30	14
05030	1	5	9	14	22	28	5
05031	4	10	16	20	23	32	7
05032	5	15	19	20	25	29	3
05033	7	8	12	14	19	20	7
05034	5	17	18	25	28	32	9
05035	12	16	21	28	29	30	14
05036	12	19	20	21	26	31	15
05037	7	12	14	22	24	32	16
05038	4	7	11	20	27	28	16
05039	2	16	18	19	21	29	9
05040	1	12	21	24	30	32	13
05041	2	11	16	23	24	29	3
05042	11	16	21	26	27	30	15
05043	4	5	6	7	8	32	5
05044	1	6	16	17	18	22	9
05045	1	7	10	15	18	20	10
05046	9	16	18	20	22	24	5
05047	2	3	5	7	8	27	15
05048	6	7	8	10	16	28	2
05049	2	3	8	10	25	27	12
05050	2	9	12	20	26	32	13
05051	3	6	14	19	20	21	2
05052	1	2	14	17	30	32	1
05053	4	7	10	14	27	29	9
05054	5	13	17	18	21	29	14
05055	5	20	22	30	32	33	9
05056	12	17	19	27	29	31	9
05057	5	6	10	15	30	31	13
05058	4	6	10	21	25	26	10
05059	7	11	14	18	24	29	7
05060	9	12	21	25	31	33	13
05061	5	9	14	21	23	24	1
05062	2	7	11	12	20	23	7
05063	2	11	13	18	22	30	4
05064	10	18	23	27	30	32	8
05065	12	16	17	21	22	23	16
05066	2	4	10	11	25	28	5
05067	3	12	16	20	21	26	16
05068	1	8	10	13	25	33	13
05069	7	9	21	24	31	33	12
05070	3	4	8	14	16	26	4
05071	4	8	12	14	16	22	10
05072	6	10	19	20	24	33	11
05073	1	6	8	9	18	20	1
05074	6	9	18	20	26	29	9
05075	11	13	14	16	18	31	14
05076	4	9	11	22	25	28	13
05077	8	17	22	24	32	33	16
05078	3	11	15	20	26	32	11
05079	3	9	20	24	25	28	5
05080	1	12	14	26	27	32	16
05081	2	4	10	12	26	30	3
05082	1	7	11	14	19	20	12
05083	3	5	9	14	16	30	13
05084	1	2	7	15	19	20	3
05085	8	9	13	14	20	22	12
05086	7	11	12	24	27	29	12
05087	8	9	15	16	23	26	8
05088	1	3	7	18	20	24	7
05089	5	19	20	23	26	31	12
05090	1	9	21	25	29	32	3
05091	1	11	12	15	26	27	13
05092	8	13	19	26	28	31	10
05093	4	6	17	23	25	29	14
05094	3	5	9	23	27	33	3
05095	9	12	18	21	28	29	5
05096	4	5	17	18	26	33	4
05097	5	10	23	27	28	30	15
05098	12	15	19	22	31	33	1
05099	10	13	16	22	24	31	9
05100	2	4	9	14	16	31	3
05101	9	16	19	21	22	24	12
05102	2	5	6	14	24	31	12
05103	4	7	16	18	23	30	7
05104	2	4	21	23	30	33	9
05105	4	15	23	30	32	33	3
05106	1	11	13	24	26	31	13
05107	9	10	20	24	25	26	11
05108	3	10	12	24	29	30	6
05109	3	5	13	15	17	31	4
05110	7	10	16	19	24	25	9
05111	3	7	15	16	19	29	9
05112	4	12	22	28	29	30	16
05113	15	18	20	22	26	27	3
05114	6	7	10	15	21	27	6
05115	3	12	18	23	30	33	2
05116	4	6	8	14	15	30	10
05117	6	17	22	27	28	32	3
05118	4	9	12	15	26	31	16
05119	1	7	11	18	20	22	2
05120	1	6	13	18	30	32	14
05121	1	7	20	25	31	32	12
05122	1	4	7	14	30	32	9
05123	11	12	13	17	18	25	7
05124	5	6	10	19	31	33	11
05125	6	14	18	28	31	32	3
05126	2	8	13	19	25	26	9
05127	4	6	11	14	23	25	12
05128	2	4	14	23	29	33	15
05129	5	10	14	20	27	33	3
05130	3	5	9	15	20	25	16
05131	2	7	10	11	12	24	3
05132	2	4	10	18	27	29	15
05133	1	7	14	16	18	25	11
05134	4	13	14	18	26	30	1
05135	1	5	13	15	21	25	11
05136	5	14	16	18	25	27	13
05137	3	9	15	23	25	33	12
05138	3	5	6	11	20	22	13
05139	2	7	20	23	32	33	10
05140	4	6	7	8	12	17	7
05141	3	5	8	12	16	19	15
05142	7	10	12	17	22	29	5
05143	3	10	15	17	20	32	8
05144	1	8	14	15	19	27	9
05145	3	7	8	17	20	28	15
05146	7	11	19	20	24	28	2
05147	6	7	15	27	28	30	10
05148	3	15	17	23	24	29	13
05149	11	16	21	23	25	32	7
05150	3	7	10	14	18	20	2
05151	4	11	12	13	19	30	5
05152	1	5	12	14	21	27	3
05153	4	5	7	21	26	29	1
06001	1	12	15	19	21	28	3
06002	7	13	16	21	26	28	9
06003	2	4	5	6	16	20	12
06004	4	8	17	27	28	31	7
06005	3	19	20	24	26	27	11
06006	8	21	22	23	26	32	14
06007	4	16	18	27	32	33	7
06008	3	5	9	18	28	32	16
06009	5	6	8	20	26	30	6
06010	4	6	12	19	27	29	8
06011	5	7	8	14	27	31	11
06012	9	11	13	27	31	33	10
06013	1	5	6	12	16	21	11
06014	6	14	26	29	32	33	7
06015	2	3	9	15	29	32	3
06016	1	7	13	17	23	30	16
06017	3	4	8	31	32	33	2
06018	1	13	14	17	24	26	5
06019	4	6	13	22	26	32	7
06020	5	9	21	23	26	29	6
06021	1	2	5	20	21	22	9
06022	2	3	4	13	16	27	13
06023	4	13	14	19	23	28	8
06024	2	7	9	11	21	27	6
06025	3	4	17	19	24	32	5
06026	1	2	18	22	29	32	3
06027	6	8	11	14	16	27	15
06028	5	7	14	16	17	27	4
06029	3	4	7	9	14	19	8
06030	8	13	15	17	20	32	14
06031	3	10	12	16	31	32	14
06032	5	18	20	24	26	31	9
06033	15	20	22	23	27	31	6
06034	2	10	15	16	17	33	13
06035	3	9	13	21	27	29	13
06036	4	7	10	16	17	21	9
06037	2	12	23	24	25	32	14
06038	2	14	17	19	22	30	10
06039	16	19	22	28	31	32	3
06040	15	22	25	26	28	33	3
06041	3	10	16	18	21	28	4
06042	3	16	23	26	28	31	11
06043	5	12	13	16	23	32	3
06044	2	10	18	21	30	31	5
06045	6	7	10	14	20	21	4
06046	13	18	23	29	31	32	8
06047	2	17	20	22	28	32	3
06048	9	13	19	25	29	32	12
06049	6	10	12	13	17	20	3
06050	2	6	12	15	25	31	7
06051	2	6	7	17	27	30	16
06052	11	24	26	27	30	32	3
06053	1	11	17	27	28	31	2
06054	3	5	7	10	28	30	4
06055	4	5	28	29	31	33	11
06056	11	13	15	21	23	25	8
06057	3	4	17	18	21	31	8
06058	1	12	22	23	24	25	14
06059	5	10	15	17	27	29	11
06060	5	15	19	23	30	32	14
06061	5	13	17	19	25	30	11
06062	18	22	23	24	26	30	1
06063	4	5	15	21	23	24	8
06064	3	12	14	21	24	28	11
06065	4	8	17	28	29	30	13
06066	6	8	11	18	30	33	5
06067	7	8	11	16	17	24	13
06068	3	7	10	14	30	33	10
06069	5	16	20	22	29	30	8
06070	2	3	11	13	20	27	2
06071	5	11	12	19	29	31	1
06072	2	3	5	20	21	24	8
06073	5	13	16	18	27	29	12
06074	1	3	15	19	25	33	4
06075	10	21	22	23	25	33	11
06076	4	10	17	21	29	32	14
06077	8	9	12	13	19	33	9
06078	3	5	17	22	31	33	12
06079	6	11	13	17	20	32	8
06080	15	17	20	22	26	29	9
06081	14	16	18	21	22	32	4
06082	3	13	15	23	28	29	9
06083	7	9	18	19	26	29	10
06084	1	12	17	21	25	28	12
06085	2	6	18	21	24	25	8
06086	4	6	10	24	26	31	6
06087	4	5	8	9	12	30	5
06088	3	11	20	24	25	26	1
06089	1	13	16	18	19	22	1
06090	2	11	15	20	23	29	11
06091	7	8	12	21	22	24	7
06092	2	8	11	16	20	21	14
06093	2	12	16	18	19	23	5
06094	15	16	17	18	24	33	13
06095	1	3	17	20	21	29	16
06096	1	5	9	13	18	33	14
06097	11	14	15	20	26	27	12
06098	6	7	10	11	18	23	16
06099	9	12	18	23	24	27	5
06100	1	11	18	26	30	32	3
06101	9	12	20	26	27	28	16
06102	1	4	13	19	20	24	11
06103	12	14	15	25	28	31	6
06104	3	7	22	27	28	31	11
06105	5	12	14	15	20	31	1
06106	2	12	14	19	28	33	10
06107	1	6	8	13	17	30	7
06108	2	6	8	20	24	30	9
06109	1	5	17	18	23	26	13
06110	9	12	14	18	27	33	13
06111	1	8	11	16	17	22	15
06112	4	9	13	15	31	33	11
06113	5	14	17	18	28	33	2
06114	8	10	14	20	27	29	16
06115	1	10	20	26	28	29	15
06116	5	16	21	22	32	33	9
06117	6	14	20	22	23	26	9
06118	1	3	7	8	10	30	5
06119	1	2	14	20	27	30	2
06120	6	8	14	15	24	33	9
06121	3	4	6	27	31	33	6
06122	4	5	6	8	22	24	3
06123	2	3	20	25	28	32	6
06124	12	13	14	18	31	32	13
06125	15	19	23	30	32	33	6
06126	2	8	13	16	24	33	9
06127	3	4	11	17	19	30	1
06128	4	15	21	30	31	33	5
06129	9	14	18	22	27	29	12
06130	1	12	21	22	30	32	2
06131	3	4	9	22	26	33	1
06132	6	14	22	26	30	33	1
06133	4	6	20	25	29	31	3
06134	10	13	18	26	28	30	12
06135	4	19	21	22	23	31	4
06136	11	15	17	21	22	24	5
06137	10	14	17	21	27	31	9
06138	4	9	11	17	18	26	8
06139	7	8	14	21	23	25	5
06140	1	8	11	18	19	23	5
06141	16	18	22	23	25	31	11
06142	10	16	19	22	26	27	16
06143	1	15	20	29	31	32	8
06144	4	10	13	16	22	29	6
06145	2	7	23	26	28	31	7
06146	3	9	13	23	28	30	5
06147	1	4	15	17	27	31	1
06148	4	8	12	13	23	29	1
06149	2	3	5	11	15	32	15
06150	8	9	12	18	25	27	12
06151	1	3	4	6	16	22	8
06152	1	14	20	25	27	31	15
06153	1	7	11	20	30	33	10
06154	7	14	18	20	30	33	13
07001	2	4	9	10	20	26	14
07002	5	6	14	20	21	22	1
07003	5	9	11	12	22	27	15
07004	3	7	10	13	25	33	10
07005	1	5	6	16	24	30	12
07006	6	10	14	22	26	27	11
07007	4	12	15	17	22	32	14
07008	1	4	5	18	19	25	10
07009	2	4	14	15	25	27	15
07010	3	8	14	17	30	32	5
07011	3	10	15	25	28	33	16
07012	3	5	7	21	26	28	4
07013	5	15	18	27	29	32	5
07014	1	13	16	20	24	26	9
07015	3	4	8	18	22	30	15
07016	1	18	20	22	26	33	5
07017	5	9	10	24	25	32	14
07018	1	12	18	20	21	26	11
07019	4	11	16	23	29	31	14
07020	5	10	16	20	28	31	14
07021	3	6	9	11	25	31	13
07022	2	4	7	10	18	27	10
07023	3	7	13	17	32	33	2
07024	8	9	17	25	27	32	6
07025	3	16	18	22	23	26	3
07026	1	4	14	16	26	29	10
07027	2	3	9	22	24	27	11
07028	3	8	13	20	29	30	11
07029	6	8	9	11	19	21	10
07030	3	16	21	22	27	30	4
07031	4	6	10	12	19	31	1
07032	4	8	16	24	30	32	16
07033	3	4	11	17	18	28	9
07034	2	9	12	14	23	25	16
07035	1	4	8	12	29	31	6
07036	3	14	21	23	30	31	10
07037	10	11	16	23	31	33	16
07038	3	11	14	19	21	30	5
07039	6	7	19	24	27	29	1
07040	13	14	15	19	24	30	10
07041	1	3	9	11	26	31	12
07042	3	13	16	19	32	33	8
07043	3	8	10	11	14	30	5
07044	9	13	20	21	24	32	8
07045	1	12	18	21	28	30	10
07046	2	6	7	9	19	26	14
07047	2	4	16	18	23	30	6
07048	2	11	12	15	17	28	12
07049	4	14	18	19	31	33	2
07050	1	5	8	13	18	25	2
07051	3	14	16	26	27	33	13
07052	2	3	7	8	26	29	7
07053	10	13	16	17	18	27	11
07054	1	3	16	18	23	28	5
07055	2	6	11	22	28	29	2
07056	14	17	21	29	31	32	12
07057	5	11	18	19	20	21	9
07058	7	8	10	13	25	27	7
07059	1	3	4	6	7	29	14
07060	1	2	8	16	19	29	5
07061	1	6	7	11	20	23	5
07062	8	17	20	29	30	33	9
07063	10	15	17	24	26	28	12
07064	2	6	9	16	21	23	16
07065	4	7	19	21	25	31	7
07066	5	11	16	24	32	33	8
07067	6	11	13	17	21	23	11
07068	11	18	19	22	23	28	1
07069	3	4	11	12	14	32	12
07070	6	8	15	17	18	30	12
07071	1	6	14	21	30	31	9
07072	2	4	8	13	14	33	16
07073	5	9	11	19	28	31	2
07074	8	13	15	25	27	28	3
07075	13	16	17	22	30	32	3
07076	6	12	15	16	20	31	2
07077	6	8	14	21	28	29	2
07078	4	6	7	23	25	32	1
07079	3	4	14	20	21	25	14
07080	1	8	16	18	19	29	4
07081	9	14	15	19	24	33	13
07082	5	15	17	18	25	32	15
07083	11	14	18	20	21	26	5
07084	6	10	12	14	20	27	10
07085	2	12	17	19	29	30	12
07086	5	8	14	22	27	29	16
07087	1	3	4	5	8	21	9
07088	2	4	10	28	29	33	6
07089	3	7	8	15	19	28	3
07090	5	11	13	27	30	31	2
07091	2	11	17	30	31	32	7
07092	14	18	22	23	24	33	9
07093	5	10	13	15	19	29	2
07094	3	5	18	19	24	32	2
07095	1	6	8	18	29	32	7
07096	9	10	20	22	30	32	8
07097	4	8	13	18	26	30	11
07098	2	3	5	11	19	20	12
07099	3	4	14	27	31	33	5
07100	8	18	27	29	30	32	6
07101	15	16	18	21	22	30	14
07102	4	6	8	18	20	33	11
07103	7	9	25	27	30	32	1
07104	2	8	12	14	20	32	4
07105	2	7	10	17	23	29	14
07106	12	18	21	24	25	29	8
07107	2	8	9	18	24	28	10
07108	3	7	12	13	20	33	2
07109	1	4	7	8	13	14	4
07110	2	4	7	15	24	28	3
07111	2	9	10	12	13	17	11
07112	7	11	14	16	25	32	11
07113	4	18	23	25	26	31	10
07114	5	12	15	24	27	33	5
07115	1	5	10	16	20	26	2
07116	3	5	7	11	17	27	13
07117	3	7	9	10	26	32	1
07118	4	10	16	18	25	32	15
07119	3	8	11	13	25	31	12
07120	6	7	11	12	18	25	1
07121	3	10	21	22	27	28	6
07122	4	7	19	24	26	32	9
07123	1	13	15	23	28	32	2
07124	3	7	13	16	19	32	16
07125	3	5	18	20	27	33	1
07126	9	10	19	23	26	31	9
07127	6	9	13	16	24	28	11
07128	9	10	19	21	27	31	5
07129	5	7	20	21	22	30	8
07130	3	5	9	11	27	31	4
07131	3	5	7	16	22	27	5
07132	1	9	16	21	22	23	5
07133	3	6	7	11	13	33	10
07134	1	4	10	13	18	25	15
07135	1	11	16	26	31	33	16
07136	1	2	18	21	25	29	14
07137	3	7	8	18	20	22	3
07138	2	3	15	17	19	25	16
07139	6	10	12	14	16	22	6
07140	1	5	16	21	22	26	11
07141	2	3	4	6	17	31	8
07142	11	20	25	26	27	30	8
07143	1	6	22	23	24	26	4
07144	8	14	23	25	28	32	16
07145	8	9	11	12	25	31	11
07146	4	18	22	24	26	30	9
07147	3	7	18	24	26	27	4
07148	3	9	16	17	23	28	7
07149	1	17	19	22	28	30	3
07150	3	5	11	13	19	24	5
07151	1	6	10	11	23	25	2
07152	11	17	21	29	30	33	8
07153	1	4	19	20	25	31	15
08001	2	4	7	9	14	29	3
08002	3	4	18	22	25	29	9
08003	6	8	11	13	17	19	12
08004	4	8	22	23	27	29	8
08005	3	5	15	22	24	25	15
08006	1	14	16	18	22	27	14
08007	1	13	17	22	23	30	11
08008	2	15	16	23	26	27	7
08009	9	21	29	30	31	32	16
08010	3	8	11	17	21	27	9
08011	2	14	17	21	30	32	3
08012	3	4	5	16	20	30	13
08013	2	8	15	16	22	28	10
08014	3	9	11	17	21	31	14
08015	6	8	11	16	29	33	3
08016	3	12	14	21	29	33	13
08017	2	5	7	17	20	22	2
08018	2	5	6	23	26	33	13
08019	2	9	11	17	27	31	5
08020	3	10	13	15	28	30	3
08021	9	12	19	20	26	28	15
08022	12	18	20	24	28	32	5
08023	8	16	18	25	26	32	2
08024	11	20	21	26	28	30	13
08025	8	16	17	18	19	21	14
08026	5	17	19	27	29	32	3
08027	15	18	19	23	24	26	13
08028	1	13	21	26	29	32	10
08029	1	9	14	22	29	32	12
08030	6	15	18	19	20	28	11
08031	3	6	11	15	21	31	13
08032	5	14	16	21	23	28	13
08033	12	17	18	30	31	33	4
08034	3	5	9	11	21	29	9
08035	7	11	14	17	18	29	16
08036	2	6	13	18	23	28	16
08037	1	12	22	24	28	31	6
08038	3	9	10	11	15	19	13
08039	1	7	10	13	22	29	1
08040	6	13	22	25	27	28	9
08041	8	11	20	22	23	27	4
08042	3	4	9	11	12	24	1
08043	3	10	16	22	27	33	14
08044	5	7	9	20	26	29	9
08045	1	10	13	21	29	32	4
08046	15	16	18	24	28	33	15
08047	9	12	13	14	20	22	10
08048	11	18	21	27	30	32	1
08049	3	10	12	13	19	25	4
08050	1	11	19	24	26	27	3
08051	1	4	8	10	13	33	11
08052	2	10	17	23	29	31	10
08053	6	12	19	20	21	27	4
08054	2	6	16	17	20	25	7
08055	11	16	19	23	26	31	4
08056	8	13	22	23	25	30	7
08057	19	20	21	26	28	30	8
08058	1	12	21	27	29	31	11
08059	2	6	15	29	31	32	16
08060	6	7	8	17	30	32	3
08061	1	2	5	12	26	31	6
08062	6	8	13	17	24	27	15
08063	5	9	11	14	16	17	15
08064	1	2	7	9	12	18	12
08065	5	13	15	19	30	31	5
08066	7	12	21	22	29	30	8
08067	10	11	15	19	26	33	13
08068	5	7	17	23	27	29	7
08069	5	8	17	20	26	30	10
08070	5	6	12	15	18	33	13
08071	1	6	21	26	27	28	9
08072	1	5	10	18	22	30	9
08073	1	9	13	22	28	33	8
08074	1	11	15	19	20	24	9
08075	1	8	14	18	22	30	3
08076	2	5	7	11	13	18	11
08077	4	12	22	26	30	33	9
08078	6	13	16	26	30	33	1
08079	3	4	5	10	20	32	9
08080	4	14	22	25	29	32	14
08081	2	12	13	18	25	31	4
08082	4	8	10	12	21	26	9
08083	7	8	9	18	29	32	9
08084	4	7	13	20	29	30	16
08085	1	4	12	20	24	29	15
08086	4	5	10	26	27	30	12
08087	1	7	26	29	30	31	6
08088	1	6	8	16	17	23	5
08089	3	6	11	16	22	27	11
08090	2	7	14	18	19	24	1
08091	3	12	14	23	31	32	10
08092	1	3	18	27	28	30	5
08093	4	10	12	16	26	28	7
08094	1	4	15	16	23	28	14
08095	3	8	14	21	28	29	3
08096	6	8	12	24	27	31	14
08097	3	6	8	9	16	17	13
08098	6	7	10	11	15	30	1
08099	10	15	16	22	23	24	7
08100	8	14	17	21	27	28	14
08101	9	17	21	26	28	30	4
08102	3	7	12	21	25	32	5
08103	1	12	16	18	22	33	4
08104	3	6	8	17	24	31	1
08105	5	17	19	27	28	32	2
08106	14	19	25	27	29	30	15
08107	6	13	18	22	27	32	4
08108	9	10	15	17	23	30	12
08109	4	7	9	16	21	28	10
08110	10	16	22	23	29	31	2
08111	17	18	21	25	31	32	6
08112	5	13	14	19	22	23	6
08113	6	9	10	12	17	22	9
08114	4	9	20	24	25	31	14
08115	2	12	13	14	17	18	6
08116	3	7	21	22	24	29	14
08117	3	5	7	10	14	33	7
08118	4	9	16	27	31	33	1
08119	5	7	9	15	24	29	7
08120	10	11	22	24	26	33	2
08121	2	22	23	27	31	32	6
08122	2	8	11	14	19	26	15
08123	10	11	15	16	25	29	2
08124	1	7	10	13	21	22	3
08125	10	11	12	15	26	29	9
08126	4	11	12	14	20	30	13
08127	5	8	19	22	27	30	13
08128	1	5	19	20	27	33	5
08129	1	3	18	24	25	32	15
08130	1	12	18	28	30	32	6
08131	2	12	15	18	22	32	8
08132	9	13	16	25	27	33	8
08133	8	11	16	19	24	26	11
08134	10	15	19	20	28	32	2
08135	5	14	15	16	19	21	15
08136	5	9	10	12	18	28	2
08137	1	4	24	28	29	33	9
08138	7	14	19	23	25	32	4
08139	8	9	19	23	25	26	7
08140	7	14	16	29	30	31	14
08141	3	13	20	25	29	33	15
08142	5	6	10	13	17	28	15
08143	12	17	18	19	26	27	6
08144	2	5	10	27	29	33	15
08145	7	13	18	22	26	29	2
08146	7	8	17	19	31	32	10
08147	7	8	14	22	26	33	2
08148	3	5	9	22	26	28	9
08149	10	14	22	28	29	33	2
08150	4	19	22	24	29	32	2
08151	6	8	10	14	17	19	6
08152	1	4	6	22	26	30	8
